ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P6042,Nachiket Kortikar,Kipu Quantum,,,Germany,Berlin,,,,Junior Scientific Consultant,,,,,https://www.linkedin.com/in/nachiket-kortikar-932a56101/,,,,,,,,,,
P6043,Jeff Gardiner,Quantum Design,,,United States,San Diego County,,,,Product Manager FusionScope,,,,,https://www.linkedin.com/in/jeffreymgardiner/,,,,,,,,,,
P6044,Kelly Bronson,Pride Mobility Products Corporation,,,United States,Hunlock Creek,,,,Executive Assistant/Human Resources Specialist,,,,,https://www.linkedin.com/in/kelly-bronson-74b2ba55/,,,,,,,,,,
P6045,Shreya G,Quantum Infotrainers & Consultants Pvt. Ltd.,,,India,Pune,,,,Finance Executive,,,,,https://www.linkedin.com/in/shreya-g-abb890237/,,,,,,,,,,
P6046,Ben Castanon,Unitary Foundation,,,United States,Brooklyn,,,,Chief Operating Officer,,,,,https://www.linkedin.com/in/ben-castanon-96526a14/,,,,,,,,,,
P6047,Theodore Bouloumis,Falcondale,,,Greece,Greece,,,,Quantum Researcher,,,,,https://www.linkedin.com/in/theodore-bouloumis/,,,,,,,,,,
P6048,Kevin G Crawford,Oxford Quantum Circuits (OQC),,,Oxford,Oxford,,,,Senior Nanofabrication Engineer,,,,,https://www.linkedin.com/in/kevingeorgecrawford/,,,,,,,,,,
P6049,Anne Z.,Riverlane,,,United States,Cambridge,,,,Sr. EA & Boston Office Manager,,,,,https://www.linkedin.com/in/annezehr/,,,,,,,,,,
P6050,Johannes Pseiner,qtlabs - Quantum Technology Laboratories GmbH,,,Austria,Vienna,,,,Project Manager,,,,,https://www.linkedin.com/in/johannes-pseiner-5678741b3/,,,,,,,,,,
P6051,Guille Zedan,Sequre Quantum,,,Chile,Chile,,,,Commercial Director,,,,,https://www.linkedin.com/in/guille-zedan/,,,,,,,,,,
P6052,Lexmy van den Boogaard,Lexmy - Spirit on Fire,,,Netherlands,Amsterdam,,,,Empowerment & Liberation Coach,,,,,https://www.linkedin.com/in/lexmyv/,,,,,,,,,,
P6053,Charlie Vavasour,Quantum PR,,,United Kingdom,Tonbridge,,,,Managing Director,,,,,https://www.linkedin.com/in/charlie-vavasour-0a9b1b12/,,,,,,,,,,
P6054,Frank Naccarato,Quantum Robotic Systems Inc.,,,Canada,Toronto,,,,President,,,,,https://www.linkedin.com/in/frank-naccarato-b60a797/,,,,,,,,,,
P6055,Lucas Perin,Technology Innovation Institute,,,United Arab Emirates,Abu Dhabi Emirate,,,,Director of Cryptography Engineering,,,,,https://www.linkedin.com/in/lucaspperin/,,,,,,,,,,
P6056,Lindsay Haigh,Quantum Metric,,,United States,Temecula,,,,Senior Customer Success Engineer,,,,,https://www.linkedin.com/in/lindsay-haigh-92652820b/,,,,,,,,,,
P6057,Jonathon Shannon,Supersolid,,,Australia,Sydney,,,,Creative Director,,,,,https://www.linkedin.com/in/jonathonshannon/,,,,,,,,,,
P6058,Hamon Abbasi,Keyfactor,,,Sweden,Stockholm,,,,Sales Development Representative,,,,,https://www.linkedin.com/in/hamonabbasi/,,,,,,,,,,
P6059,Mei Maruo,IonQ,,,Seattle,Seattle,,,,System Operations Engineer,,,,,https://www.linkedin.com/in/mei-maruo-a56490153/,,,,,,,,,,
P6060,Bradley Brundyn,First Quantum Minerals,,,South Africa,City of Johannesburg,,,,ICT security specialist,,,,,https://www.linkedin.com/in/bradley-brundyn-b8a69413/,,,,,,,,,,
P6061,George Kasanda,First Quantum Minerals,,,Zambia,Solwezi,,,,Safety Professional,,,,,https://www.linkedin.com/in/george-kasanda-8984382a7/,,,,,,,,,,
P6062,Alex Koszegi,D-Wave,,,Canada,Burnaby,,,,Staff Solutions Architect,,,,,https://www.linkedin.com/in/alexkoszegi/,,,,,,,,,,
P6063,Pete Shadbolt,PsiQuantum,,,United States,Palo Alto,,,,Chief Scientific Officer and Co-Founder,,,,,https://www.linkedin.com/in/pete-shadbolt-4b7541126/,,,,,,,,,,
P6064,Mwaba Kalasani,First Quantum Minerals,,,Zambia,Ndola,,,,ERP Pronto Systems Administrator,,,,,https://www.linkedin.com/in/mwaba-kalasani-75a71b115/,,,,,,,,,,
P6065,Jasmine Schlichting,Keysight Technologies,,,United States,United States,,,,"Head of Quantum, Go to Market",,,,,https://www.linkedin.com/in/jasmine-schlichting/,,,,,,,,,,
P6066,SHADRICK CHIBWE,First Quantum Minerals,,,Zambia,Solwezi,,,,Front end loader/ Dump truck operator,,,,,https://www.linkedin.com/in/shadrick-chibwe-334865181/,,,,,,,,,,
P6067,Nathan Killoran,Xanadu,,,Canada,Toronto,,,,Chief Technical Officer—Software,,,,,https://www.linkedin.com/in/nkilloran/,,,,,,,,,,
P6068,Francisco Miguel Montero,Quantum Marine Stabilizers,,,Madrid,Madrid,,,,Research Naval Architect,,,,,https://www.linkedin.com/in/francisco-miguel-montero-8302a120/,,,,,,,,,,
P6069,Pau Farré,D-Wave,,,Canada,Vancouver,,,,"Manager, Benchmarking Programs",,,,,https://www.linkedin.com/in/pau-farr%c3%a9-ba3b6740/,,,,,,,,,,
P6070,Jim Tatum,Dallas Quantum Devices,,,United States,Plano,,,,CEO,,,,,https://www.linkedin.com/in/jim-tatum-8552ba5/,,,,,,,,,,
P6071,Nate Cousineau,Quantum Foundation,,,United States,West Palm Beach,,,,Vice President of Community Impact,,,,,https://www.linkedin.com/in/natecousineau/,,,,,,,,,,
P6072,Salifyanji Simukanga,First Quantum Minerals,,,Zambia,Solwezi,,,,Instrumentation Student,,,,,https://www.linkedin.com/in/salifyanji-simukanga-987943247/,,,,,,,,,,
P6073,Kruthika Choutpally,Teamware Solutions,,,India,Hyderabad,,,,Talent Acquisition Executive,,,,,https://www.linkedin.com/in/kruthika-choutpally-931134282/,,,,,,,,,,
P6074,arnold mulembo,First Quantum Minerals,,,Zambia,Solwezi,,,,Electrical Engineer,,,,,https://www.linkedin.com/in/arnold-mulembo-86877422b/,,,,,,,,,,
P6075,Syed A.,Quantum Dice,,,United Kingdom,Greater Newport Area,,,,Head of Products,,,,,https://www.linkedin.com/in/sahmadceo/,,,,,,,,,,
P6076,Kaitlyn Jannetta,Oxford Quantum Circuits (OQC),,,United Kingdom,Reading,,,,Head of People,,,,,https://www.linkedin.com/in/kaitlyn-jannetta/,,,,,,,,,,
P6077,Nandini Muthusubramanian,Qilimanjaro Quantum Tech,,,Spain,Spain,,,,Senior Quantum Engineer,,,,,https://www.linkedin.com/in/nandini-muthusubramanian-32142227/,,,,,,,,,,
P6078,Komal Kumari,Quantum Leap Learning Solutions Pvt Ltd,,,India,Bengaluru,,,,Sr Growth Consultant,,,,,https://www.linkedin.com/in/komal-kumari-065440234/,,,,,,,,,,
P6079,Mohit Suyal,Quantum World Technologies Inc.,,,India,Delhi,,,,Talent Acquisition Specialist,,,,,https://www.linkedin.com/in/mohit-suyal-a8439a189/,,,,,,,,,,
P6080,Huseyin Ekinci,Institute for Quantum Computing,,,Canada,Waterloo,,,,Postdoctoral Fellow,,,,,https://www.linkedin.com/in/huseyin-ekinci/,,,,,,,,,,
P6081,Nicholas Self,Quantum Capital Group,,,United States,Houston,,,,Senior Associate,,,,,https://www.linkedin.com/in/nicholas-self-989917104/,,,,,,,,,,
P6082,Giancarlo Camilo,Technology Innovation Institute,,,United Arab Emirates,Abu Dhabi Emirate,,,,Researcher,,,,,https://www.linkedin.com/in/giancamilo/,,,,,,,,,,
P6083,Sharbani Samanta,Quantum Consumer Solutions: Insight & Design Strategy,,,India,New Delhi,,,,Associate Vice President - Business Management,,,,,https://www.linkedin.com/in/sharbani-samanta-62a82613/,,,,,,,,,,
P6084,Louis de Meaux,QUANTUM AVOCATS,,,Paris,Paris,,,,Associé,,,,,https://www.linkedin.com/in/louis-de-meaux-61678147/,,,,,,,,,,
P6085,Luke Salem,Quantum Health,,,United States,Columbus,,,,Client Success Manager,,,,,https://www.linkedin.com/in/luke-salem-b31145149/,,,,,,,,,,
P6086,Zak Romaszko,Universal Quantum,,,United Kingdom,Brighton,,,,Head of Quantum Chips,,,,,https://www.linkedin.com/in/zromaszko/,,,,,,,,,,
P6087,Siham Al Dagher,eleQtron GmbH,,,Germany,Hamburg,,,,Chief Of Staff,,,,,https://www.linkedin.com/in/siham-al-dagher/,,,,,,,,,,
P6088,Swapnil Gawas,Quantum Networks,,,India,Navi Mumbai,,,,Regional Account Manager,,,,,https://www.linkedin.com/in/swapnil-gawas-84872011/,,,,,,,,,,
P6089,Dave Yates,QUANTUM ACOUSTICS,,,United Kingdom,Reading,,,,Associate,,,,,https://www.linkedin.com/in/dave-yates-acoustics/,,,,,,,,,,
P6090,Colin Bauer,Keysight Technologies,,,United States,Austin,,,,Market Initiative Manager - 5G & 6G,,,,,https://www.linkedin.com/in/colin-bauer-7470a63b/,,,,,,,,,,
P6091,Jz-Yuan Juo,Quantum Brilliance,,,Germany,March,,,,Surface Research Engineer,,,,,https://www.linkedin.com/in/jz-yuan-juo-a9b7ba196/,,,,,,,,,,
P6092,Carly Helton,Quantum Health,,,United States,Canal Winchester,,,,"Program Manager, Care Coordination",,,,,https://www.linkedin.com/in/carlyregina/,,,,,,,,,,
P6093,Jivago Moreira Pecharki,Quantum Whisper,,,Brazil,Curitiba,,,,Lead Developer,,,,,https://www.linkedin.com/in/jivago/,,,,,,,,,,
P6094,Raluca Caragaceanu,Sutton Group Quantum Realty Inc.,,,Canada,Toronto,,,,Real Estate Broker,,,,,https://www.linkedin.com/in/raluca-caragaceanu-a989041b/,,,,,,,,,,
P6095,Krishna G.,SuperQ Quantum,,,United Arab Emirates,Dubai,,,,Chief Operating Officer,,,,,https://www.linkedin.com/in/00xkg/,,,,,,,,,,
P6096,"Sergey Dushenko, PhD",IonQ,,,Washington DC,Washington DC,,,,Staff Physicist,,,,,https://www.linkedin.com/in/sergey-dushenko/,,,,,,,,,,
P6097,Tamaz Khunjua,rpv,,,United States,United States,,,,Founder,,,,,https://www.linkedin.com/in/khunjua/,,,,,,,,,,
P6098,Antoine Provot,SandboxAQ,,,France,St.-Dizier,,,,Staff Software Engineer,,,,,https://www.linkedin.com/in/antoine-provot/,,,,,,,,,,
P6099,Lauri Kaipainen,Remedy Entertainment Plc,,,Finland,Helsinki,,,,Project Controller,,,,,https://www.linkedin.com/in/laurikaipainen/,,,,,,,,,,
P6100,Liubov Prisyazhnyuk,C12,,,France,Paris,,,,Marketing Communications Manager,,,,,https://www.linkedin.com/in/liubov-prisyazhnyuk-913857151/,,,,,,,,,,
P6101,Nicole Gillett,Riverlane,,,United Kingdom,United Kingdom,,,,Senior Software Engineer,,,,,https://www.linkedin.com/in/nicole-gillett-161818b5/,,,,,,,,,,
P6102,Becky Beaupre Gillespie,Chicago Quantum Exchange,,,United States,Chicago,,,,Director of Communications,,,,,https://www.linkedin.com/in/beckygillespie/,,,,,,,,,,
P6103,Chongo Akabiwa Mwesa,First Quantum Minerals,,,Zambia,Solwezi,,,,IT Support Engineer II,,,,,https://www.linkedin.com/in/chongo-akabiwa-mwesa-a39641a4/,,,,,,,,,,
P6104,Robert Stockill,QphoX,,,Netherlands,Delft,,,,Co-Founder and CTO,,,,,https://www.linkedin.com/in/robert-stockill-0b1978b3/,,,,,,,,,,
P6105,Mark Gill,Quantum,,,Australia,Sydney,,,,General Manager-Quantum-ANZ,,,,,https://www.linkedin.com/in/mark-gill-3a600111b/,,,,,,,,,,
P6106,Ben Quinton,Quantum Ink,,,United States,Louisville,,,,Technical Sales,,,,,https://www.linkedin.com/in/benjaminquinton/,,,,,,,,,,
P6107,Avnish Mehra,QCG Media LLC,,,India,Mumbai,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/avnish-mehra-9a444512/,,,,,,,,,,
P6108,Gevorg Ordyan,Quantum Market Research,,,Australia,Australia,,,,Data Analyst,,,,,https://www.linkedin.com/in/gevorg-ordyan-2ba1782b/,,,,,,,,,,
P6109,Dan Mack,Quantum Computing Inc.,,,United States,Minneapolis,,,,Quantum R&D Operations,,,,,https://www.linkedin.com/in/danmack42/,,,,,,,,,,
P6110,"Ifigeneia Kalampouka, Ph.D.",The Guy Foundation,,,United Kingdom,United Kingdom,,,,Research Fellow,,,,,https://www.linkedin.com/in/ifigeneia-kalampouka/,,,,,,,,,,
P6111,Hendrik Eickmann,QCP Quantum Capital Partners,,,Germany,Bavaria,,,,Investment Manager,,,,,https://www.linkedin.com/in/hendrik-eickmann/,,,,,,,,,,
P6112,Julia Juzoń,QUANTUM GATE LIMITED,,,United Kingdom,London,,,,UX/UI Designer,,,,,https://www.linkedin.com/in/juzon/,,,,,,,,,,
P6113,Romain Moyard,ZuriQ,,,Switzerland,Switzerland,,,,Lead Software Engineer,,,,,https://www.linkedin.com/in/romain-moyard-725049135/,,,,,,,,,,
P6114,Enes Akkoyun,HIZITIV,,,Germany,Frankfurt,,,,Co-Founder | CEO,,,,,https://www.linkedin.com/in/enes-akkoyun/,,,,,,,,,,
P6115,Ali Kookani,Quantum Atlas,,,Iran,Tehran Province,,,,Programmer and Mentor,,,,,https://www.linkedin.com/in/ali-kookani/,,,,,,,,,,
P6116,Myriam Benzaouia,Alice & Bob,,,France,Paris,,,,Startegy Advisor,,,,,https://www.linkedin.com/in/myriam-benzaouia/,,,,,,,,,,
P6117,Stacy Vu,Strangeworks,,,United States,Cedar Park,,,,Chief of Staff to CEO & Founder,,,,,https://www.linkedin.com/in/stacy-vu-6435bb/,,,,,,,,,,
P6118,"Asem Elarabi, PhD",National Physical Laboratory (NPL),,,United Kingdom,Teddington,,,,Senior Research Scientist (Quantum Computing Circuits),,,,,https://www.linkedin.com/in/asemelarabi/,,,,,,,,,,
P6119,Thomas R. Fink,Quantum Digital,,,Switzerland,Zurich,,,,Marketing Director,,,,,https://www.linkedin.com/in/thomas-r-fink-0157063/,,,,,,,,,,
P6120,"Jordan Curnutt, CFP",Quantum Financial Planning,,,United States,Spokane,,,,Certified Financial Planner,,,,,https://www.linkedin.com/in/jordan-curnutt-cfp®-b958a0141/,,,,,,,,,,
P6121,Yoav Romach,Quantum Machines,,,Israel,Ramat Gan,,,,Product Team Lead,,,,,https://www.linkedin.com/in/yoav-romach-343a291bb/,,,,,,,,,,
P6122,Carla Reynolds,Quantum Business Finance,,,Australia,Victoria,,,,Finance Broker,,,,,https://www.linkedin.com/in/carla-reynolds-finance-broker/,,,,,,,,,,
P6123,Jeremy Fischer,Quantum Metric,,,United States,Seattle,,,,Marketing Automation Manager,,,,,https://www.linkedin.com/in/jeremybfischer/,,,,,,,,,,
P6124,Saurabh Kuruvila,SandboxAQ,,,United States,Redwood City,,,,,,,,,https://www.linkedin.com/in/saurabhjacobkuruvila/,,,,,,,,,,
P6125,Jean-Robert Morax,ID Quantique,,,Switzerland,Lausanne,,,,Product Manager,,,,,https://www.linkedin.com/in/jrmorax/,,,,,,,,,,
P6126,José Carreira,LIGENTEC,,,Switzerland,Écublens,,,,Senior Process Integration Engineer,,,,,https://www.linkedin.com/in/jfccarreira/,,,,,,,,,,
P6127,Jeremy P. Taylor,VIA,,,Canada,Montreal,,,,Chief Scientific Officer,,,,,https://www.linkedin.com/in/jeremy-p-taylor-270592/,,,,,,,,,,
P6128,Suzan Trabert,Sutton Group Quantum Realty Inc.,,,Canada,Mississauga,,,,Sales Manager & Sales Representative,,,,,https://www.linkedin.com/in/suzantrabert/,,,,,,,,,,
P6129,Theodor Isacsson,D-Wave,,,Canada,North Vancouver,,,,"Team Lead, Gate Model Tools Development",,,,,https://www.linkedin.com/in/theodorisacsson/,,,,,,,,,,
P6130,Emmanuel Kabwe,First Quantum Minerals,,,Zambia,Zambia,,,,ARTISAN HEAVY EQUIPMENT REPAIR,,,,,https://www.linkedin.com/in/emmanuel-kabwe-a66236129/,,,,,,,,,,
P6131,Rikki Romana,Thales,,,Canada,Ottawa,,,,Junior Systems Engineer,,,,,https://www.linkedin.com/in/rikkiromana/,,,,,,,,,,
P6132,Austin Cox,Quantum Health,,,United States,Columbus,,,,Talent Acquisition Partner,,,,,https://www.linkedin.com/in/austin-cox-956170164/,,,,,,,,,,
P6133,Marom Sverdlov,Bit,,,Netherlands,Amsterdam,,,,Part of the team,,,,,https://www.linkedin.com/in/maromsv/,,,,,,,,,,
P6134,Marina Yukhymets,First Quantum Minerals,,,Perth,Perth,,,,"Superintendent, Project Logistics",,,,,https://www.linkedin.com/in/marina-yukhymets-78256a14/,,,,,,,,,,
P6135,Sophie Williams,National Physical Laboratory (NPL),,,United Kingdom,Sandwich,,,,Talent Pipelines and Early Careers Manager,,,,,https://www.linkedin.com/in/sophie-williams-1606a7101/,,,,,,,,,,
P6136,Daniel J. Ghali,FIVE QUANTUM LLC,,,Canada,Toronto,,,,President,,,,,https://www.linkedin.com/in/daniel-j-ghali-31018659/,,,,,,,,,,
P6137,Christian Schönenberger,YQuantum,,,Switzerland,Basel,,,,Scientific advisor and Co-founder,,,,,https://www.linkedin.com/in/christian-schoenenberger/,,,,,,,,,,
P6138,Yash Raj,Silicon Photonics CoE-CPPICS IIT Madras,,,India,Chennai,,,,Project Associate,,,,,https://www.linkedin.com/in/yash-raj-579b96156/,,,,,,,,,,
P6139,Jess Pilkington,Quantum Development Finance,,,United Kingdom,London,,,,Portfolio Manager,,,,,https://www.linkedin.com/in/jesspilkington1/,,,,,,,,,,
P6140,Marco Polini,Planckian,,,Italy,Pisa,,,,Co-Founder and Chief Scientific Officer,,,,,https://www.linkedin.com/in/marco-polini-47970412/,,,,,,,,,,
P6141,"Jason Gulledge, P.E.",Quantum North America,,,Dallas,Dallas,,,,"Mechanical Engineer, PE",,,,,https://www.linkedin.com/in/jason-gulledge-p-e-aa074770/,,,,,,,,,,
P6142,Evi Kesapidou,Single Quantum,,,Netherlands,Delft,,,,Technical Sales Engineer,,,,,https://www.linkedin.com/in/evi-kesapidou/,,,,,,,,,,
P6143,Jack Scofield,Quantum Capital Group,,,United States,Houston,,,,Associate,,,,,https://www.linkedin.com/in/jack-scofield-523413186/,,,,,,,,,,
P6144,Kumar Dev,Quantum Integrators,,,United States,Somerville,,,,Bench Sales Executive,,,,,https://www.linkedin.com/in/kumar-dev-9600a4137/,,,,,,,,,,
P6145,Ahmed Waqas Abid,Quantum,,,United Arab Emirates,United Arab Emirates,,,,Solutions Architect,,,,,https://www.linkedin.com/in/ahmedwaqas/,,,,,,,,,,
P6146,Joseph Dietl,Quantum,,,Germany,Munich,,,,Distribution Channel Account Manager,,,,,https://www.linkedin.com/in/joseph-dietl-a445332/,,,,,,,,,,
P6147,Simon Hofmann,Munich Quantum Software Company,,,Germany,Munich,,,,Quantum Software Engineer,,,,,https://www.linkedin.com/in/simon-hofmann-/,,,,,,,,,,
P6148,"Nick Caira, Ph.D.",Keysight Technologies,,,Greater Boston,Boston,,,,Solutions Engineer (RF/uW),,,,,https://www.linkedin.com/in/nwcaira/,,,,,,,,,,
P6149,Abhineet Agarwal,"Centre of Excellence in Quantum Information, Computing Science & Technology (CoE QuICST)",,,India,Mumbai,,,,Undergraduate Researcher,,,,,https://www.linkedin.com/in/abhineet-agarwal/,,,,,,,,,,
P6150,Daniel Medvene,Quantum Energy Square,,,United States,Santa Monica,,,,CEO & Co-Founder,,,,,https://www.linkedin.com/in/daniel-medvene-0a09623b/,,,,,,,,,,
P6151,Hany Ali,QuantWare,,,Netherlands,Delft,,,,Senior quantum measurement engineer,,,,,https://www.linkedin.com/in/hany-ali-9140a1156/,,,,,,,,,,
P6152,Scott McGregor,Quantum Capital Group,,,United States,Houston,,,,Managing Director,,,,,https://www.linkedin.com/in/scott-mcgregor-21298478/,,,,,,,,,,
P6153,Adnan Hajomer,DTU Physics,,,Denmark,Copenhagen,,,,Postdoctoral,,,,,https://www.linkedin.com/in/adnan-hajomer-ph-d-068276117/,,,,,,,,,,
P6154,Benjamin Smith,QLM Technology,,,United Kingdom,Bristol,,,,Photonic Integration & Test Engineer,,,,,https://www.linkedin.com/in/benjamin-smith-4363128b/,,,,,,,,,,
P6155,Avishai Benyamini,PsiQuantum,,,United States,Palo Alto,,,,Senior Manager,,,,,https://www.linkedin.com/in/avishai-benyamini-013345102/,,,,,,,,,,
P6156,Andrew Bowler,AJBOWLER CONSULT,,,United Arab Emirates,Dubai,,,,Managing Director,,,,,https://www.linkedin.com/in/andrew-bowler-81772621/,,,,,,,,,,
P6157,Sven Ernst,Munich Quantum Instruments (MQI),,,Germany,Munich,,,,Co-Founder,,,,,https://www.linkedin.com/in/sven-ernst/,,,,,,,,,,
P6158,Afaq Piracha,Diamond Quanta,,,United States,San Francisco,,,,Co-founder & CTO,,,,,https://www.linkedin.com/in/afaq-piracha/,,,,,,,,,,
P6159,Andrew King,D-Wave,,,Canada,Montreal,,,,Senior Distinguished Scientist,,,,,https://www.linkedin.com/in/andrew-king-849b341b/,,,,,,,,,,
P6160,Alper Öztekin,First Quantum Minerals,,,Turkey,Çayeli,,,,Senior Rock Mechanics Engineer,,,,,https://www.linkedin.com/in/alper-%25c3%25b6ztekin-8807a246/,,,,,,,,,,
P6161,Linda Ruiter-Dawson,Linda Robyn Hypnotherapy,,,Perth,Perth,,,,Systemic Family Constellations Facilitator,,,,,https://www.linkedin.com/in/lindaruiterdawson/,,,,,,,,,,
P6162,Rita W.,Zurich Instruments,,,Switzerland,Zurich,,,,Marketing Specialist,,,,,https://www.linkedin.com/in/digitalritawen/,,,,,,,,,,
P6163,Piotr Osuch,Creotech Instruments S.A.,,,Poland,Warsaw,,,,Senior RF & Microwave Design Engineer,,,,,https://www.linkedin.com/in/partialpiotr/,,,,,,,,,,
P6164,Mònica Font,Quantum Consultoría Compras y Servicios,,,Spain,Barcelona,,,,Area Manager Barcelona en Quantum part of Avendra International,,,,,https://www.linkedin.com/in/mònica-font-66a77340/,,,,,,,,,,
P6165,Anish Priyadarshi,Nanoco Technologies Ltd,,,United Kingdom,St Andrews,,,,Device team leader,,,,,https://www.linkedin.com/in/anish-priyadarshi-3b52504/,,,,,,,,,,
P6166,Lucio Zugliani,Munich Quantum Instruments (MQI),,,Germany,Munich,,,,Co-Founder,,,,,https://www.linkedin.com/in/lucio-zugliani/,,,,,,,,,,
P6167,Laura Nash,Quantum,,,United States,Seattle,,,,Chief Accounting Officer (CAO),,,,,https://www.linkedin.com/in/lauraanash/,,,,,,,,,,
P6168,Sachin kamboj,Quantum IT Innovation,,,India,Fatehabad,,,,Frontend Developer,,,,,https://www.linkedin.com/in/sachin-kamboj-23ab41a2/,,,,,,,,,,
P6169,Samuel Otu-Amoah,SandboxAQ,,,United States,Campbell,,,,Sr. Technical Program Manager - Quantum Navigation,,,,,https://www.linkedin.com/in/samuelotuamoah/,,,,,,,,,,
P6170,Brijesh Kushwaha,AlgoAnalytics,,,India,Ghazipur,,,,Senior Data Scientist,,,,,https://www.linkedin.com/in/brijeshgzp05/,,,,,,,,,,
P6171,Paul Hagan,"Tesla Solutions, LLC",,,United States,St. Louis,,,,"VP Digital Transformation, VP Sales & Marketing",,,,,https://www.linkedin.com/in/tesla-paulhagan/,,,,,,,,,,
P6172,Ifunanya Joanna Ikewesi,Quantum Analytics NG,,,United Kingdom,St Neots,,,,Data Analyst Trainee,,,,,https://www.linkedin.com/in/ifunanya-joanna-ikewesi/,,,,,,,,,,
P6173,Andrew Blott,QUANTUM CAPITAL,,,Canada,Toronto,,,,Founder,,,,,https://www.linkedin.com/in/andrew-blott-517b927/,,,,,,,,,,
P6174,Rafael (Rafi) Fried,QuamCore,,,United States,Los Altos,,,,Design,,,,,https://www.linkedin.com/in/rafael-rafi-fried-58375230/,,,,,,,,,,
P6175,Chanakya Patil,Quantum Integrators,,,India,Nagpur,,,,Trainee Software Engineer,,,,,https://www.linkedin.com/in/chanakya-patil-18475921b/,,,,,,,,,,
